family,taxa,spauth,infraspecauth,species3author,thousandseedweight,materialweigheddesc,seedweightnotes,weightprecision,refdesc,refshort
SMILACACEAE,Smilax australis,R.Br.,,,40.76,Seed,*Seed weights reported may include minor covering structures,2,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SMILACACEAE,Smilax australis,R.Br.,,,110.264,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SMILACACEAE,Smilax glyciphylla,Sm.,,,43.447619,Seed,*Seed weights reported may include minor covering structures,6,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Anthocercis angustifolia,F.Muell.,,,1.39212,Seed,*Seed weights reported may include minor covering structures,5,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Anthocercis intricata,F.Muell.,,,0.5524,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Anthocercis littorea,Labill., ,,0.5824,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Cyphanthera albicans,(A.Cunn.) Miers,,,1.5964,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Cyphanthera anthocercidea,(F.Muell.) Haegi,,,2.3336,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Cyphanthera myosotidea,(F.Muell.) Haegi,,,0.80596,Seed,*Seed weights reported may include minor covering structures,5,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Cyphanthera tasmanica,Miers,,,2.2436,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Duboisia hopwoodii,(F.Muell.) F.Muell.,,,1.264,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Duboisia hopwoodii,(F.Muell.) F.Muell.,,,1.8304,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Duboisia myoporoides,R.Br.,,,2.322,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Grammosolen truncatus,(Ising) Haegi,,,1.104,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Lycium australe,F.Muell.,,,1.3824,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Nicotiana benthamiana,Domin,,,0.0512,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Nicotiana excelsior,(J.M.Black) J.M.Black,,,0.1408,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Nicotiana goodspeedii,H.-M.Wheeler,,,0.0604,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Nicotiana goodspeedii,H.-M.Wheeler,,,0.0864,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Nicotiana goodspeedii,H.-M.Wheeler,,,0.1228,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Nicotiana gossei,Domin, ,,0.0784,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Nicotiana maritima,H.-M.Wheeler,,,0.166,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Nicotiana megalosiphon,Van Heurck & Müll.Arg.,,,0.124,Seed,,2,"Clifford, H.T. 2000. Dicotyledon seedling morphology as a correlate of seed size. Proceedings of the Royal Society of Queensland, 109:39-48.","(Clifford, 2000)"
SOLANACEAE,Nicotiana megalosiphon,Van Heurck & Müll.Arg.,,,0.9599,Seed,,2,"Clifford, H.T. 2000. Dicotyledon seedling morphology as a correlate of seed size. Proceedings of the Royal Society of Queensland, 109:39-48.","(Clifford, 2000)"
SOLANACEAE,Nicotiana megalosiphon subsp. megalosiphon,Van Heurck & Müll.Arg.,,,0.0828,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Nicotiana monoschizocarpa,(P.Horton) Symon & Lepschi,,,0.036,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Nicotiana occidentalis,H.-M.Wheeler, ,,0.0916,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Nicotiana occidentalis subsp. obliqua,H.-M.Wheeler,N.T.Burb.,,0.097,Seed,"Seed mc not stated, but weight is likely to refer to air-dry seed.",3,"Touchell, D.H. and Dixon, K.W. 1993. Cryopreservation of seed of Western Australian native species. Biodiversity and Conservation, 2(6):594-602.","(Touchell & Dixon, 1993)"
SOLANACEAE,Nicotiana occidentalis subsp. obliqua,H.-M.Wheeler,N.T.Burb.,,0.0868,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Nicotiana occidentalis subsp. obliqua,H.-M.Wheeler,N.T.Burb.,,0.1548,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Nicotiana rosulata subsp. ingulba,(S.Moore) Domin,(J.M.Black) P.Horton,,0.17052,Seed,*Seed weights reported may include minor covering structures,5,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Nicotiana rosulata subsp. rosulata,(S.Moore) Domin,,,0.1096,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Nicotiana simulans,N.T.Burb.,,,0.1024,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Nicotiana simulans,N.T.Burb.,,,0.1032,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Nicotiana suaveolens,Lehm.,,,0.1482234,Seed,*Seed weights reported may include minor covering structures,7,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Nicotiana truncata,Symon,,,0.0628,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Nicotiana umbratica,Burb.,,,0.02,Seed,dry,2,"Armstrong, D., and M. Westoby. 1993. Seedlings from large seeds tolerate defoliation better: a test using phylogenetically independent contrasts. Ecology, 74:1092-1100.","(Armstrong & Westoby, 1993)"
SOLANACEAE,Nicotiana velutina,H.-M.Wheeler,,,0.095,Seed,oven dry,3,"Moles, A.T, and Westoby, M. 2003. Do large seeds suffer higher levels of pre- or post-dispersal seed predation than small seeds? Ecology, 84:3148-3161.","(Moles & Westoby, 2003)"
SOLANACEAE,Nicotiana velutina,H.-M.Wheeler,,,0.1244,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Nicotiana velutina,H.-M.Wheeler, ,,0.108,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Nicotiana velutina,H.-M.Wheeler, ,,0.076,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Nicotiana velutina,H.-M.Wheeler,,,0.1252,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Nicotiana velutina,H.-M.Wheeler,,,0.11256,Seed,*Seed weights reported may include minor covering structures,5,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Nicotiana velutina,H.-M.Wheeler,,,0.0844,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Nicotiana velutina,H.-M.Wheeler,,,0.0856,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Nicotiana velutina,H.-M.Wheeler,,,0.1164,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Physalis angulata,L.,,,1.6148,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Physalis angulata,L.,,,1.8852,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Physalis angulata,L.,,,0.9732,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Physalis angulata,L.,,,0.652,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Physalis angulata,L.,,,0.4828,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Solanum acanthodapis,A.R.Bean,,,0.9072289,Seed,*Seed weights reported may include minor covering structures,7,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Solanum adenophorum,F.Muell.,,,1.8864,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Solanum amblymerum,Dunal,,,0.9964,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Solanum ammophilum,A.R.Bean,,,1.8448,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Solanum armourense,A.R.Bean,,,0.7688,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Solanum ashbyae,Symon,,,1.6039063,Seed,*Seed weights reported may include minor covering structures,7,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Solanum aviculare,G.Forst.,,,0.29,Seed,oven dry,2,"Grubb, P.J., Metcalfe, D.J., Grubb, E.A.A. and Jones, G.D. 1998. Nitrogen-Richness and Protection of Seeds in Australian Tropical Rainforest: A Test of Plant Defence Theory. Oikos, 82:467-482.","(Grubb et al., 1998)"
SOLANACEAE,Solanum aviculare,G.Forst.,,,0.4,Seed,weights were air-dry seeds,1,"Peter Juniper, (pers. comms)",(Peter Juniper)
SOLANACEAE,Solanum aviculare,G.Forst.,,,0.6,Seed,air dry seeds,1,"Burrows, C.J. 1999. Germination behaviour of seeds of the New Zealand woody species Alseuosmia macrophylla, A. pusilla, Cordyline banksii, Geniostoma rupestre, Myrtus bullata, and Solanum aviculare. New Zealand Journal of Botany, 37:277-287.","(Burrows, 1999)"
SOLANACEAE,Solanum aviculare,G.Forst.,,,0.6,Seed,"seed mc not stated, but weight is likely to refer to air-dry seed; SD=0.01",2,"Williams, P.A., Karl, B.J., Bannister, P. and Lee, W.G. 2000. Small mammals as potential seed dispersers in New Zealand. Austral Ecology, 25:523-532.","(Williams et al., 2000)"
SOLANACEAE,Solanum aviculare,G.Forst.,,,2.2,Seed,"Seed mc not stated, but weight is likely to refer to air-dry seed.",3,"Baker Seed Herbarium, California.","(Baker Seed Herbarium, California)"
SOLANACEAE,Solanum aviculare,G.Forst.,,,0.24764,Seed,*Seed weights reported may include minor covering structures,5,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Solanum aviculare,G.Forst.,,,1.3976,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Solanum aviculare,G.Forst.,,,0.7392,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Solanum brownii,Dunal,,,1.3452,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Solanum campanulatum,R.Br.,,,1.2596,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Solanum capsiciforme,(Domin) G.T.S.Baylis,,,1.212,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Solanum carduiforme,F.Muell.,,,2.88972,Seed,*Seed weights reported may include minor covering structures,5,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Solanum celatum,A.R.Bean,,,1.454,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Solanum centrale,J.M.Black,,,1.7272,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Solanum chenopodinum,F.Muell.,,,5.477193,Seed,*Seed weights reported may include minor covering structures,6,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Solanum cinereum,R.Br.,,,4.896,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Solanum cinereum,R.Br.,,,1.8016,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Solanum cinereum,R.Br.,,,1.6856,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Solanum cinereum,R.Br.,,,1.7632,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Solanum clarkiae,Symon,,,1.8304,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Solanum clarkiae,Symon,,,3.7586207,Seed,*Seed weights reported may include minor covering structures,7,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Solanum cleistogamum,Symon,,,0.694,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Solanum coactiliferum,J.M.Black,,,1.9108,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Solanum coactiliferum,J.M.Black, ,,2.3988,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Solanum cunninghamii,Benth.,,,1.362,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Solanum curvicuspe,Domin,,,0.3552,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Solanum densevestitum,F.Muell.,,,1.001,Seed,,3,"Clifford, H.T. 2000. Dicotyledon seedling morphology as a correlate of seed size. Proceedings of the Royal Society of Queensland, 109:39-48.","(Clifford, 2000)"
SOLANACEAE,Solanum densevestitum,F.Muell.,,,1.1459,Seed,,4,"Clifford, H.T. 2000. Dicotyledon seedling morphology as a correlate of seed size. Proceedings of the Royal Society of Queensland, 109:39-48.","(Clifford, 2000)"
SOLANACEAE,Solanum dioicum,W.Fitzg.,,,1.4348,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Solanum dissectum,,,,4.0928,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Solanum ditrichum,A.R.Bean,,,0.9731544,Seed,*Seed weights reported may include minor covering structures,7,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Solanum diversiflorum,F.Muell.,,,3.46232,Seed,*Seed weights reported may include minor covering structures,5,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Solanum echinatum,R.Br.,,,0.9196,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Solanum elachophyllum,F.Muell.,,,3.1948,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Solanum elachophyllum,F.Muell.,,,3.3664,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Solanum ellipticum,R.Br.,,,2.7065217,Seed,*Seed weights reported may include minor covering structures,7,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Solanum ellipticum,R.Br.,,,0.7684,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Solanum esuriale,Lindl.,,,2.28,Seed,oven dry,2,"Moles, A.T, and Westoby, M. 2003. Do large seeds suffer higher levels of pre- or post-dispersal seed predation than small seeds? Ecology, 84:3148-3161.","(Moles & Westoby, 2003)"
SOLANACEAE,Solanum esuriale,Lindl., ,,3.5496,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Solanum esuriale,Lindl.,,,1.0864,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Solanum esuriale,Lindl.,,,1.9228,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Solanum ferocissimum,Lindl., ,,2.1352,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Solanum graniticum,A.R.Bean,,,1.7652,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Solanum horridum,Dunal ex Poir.,,,1.5664,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Solanum inaequilaterum,Domin,,,1.4592,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Solanum inaequilaterum,Domin,,,2.1716,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Solanum johnsonianum,,,,2.4304,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Solanum jucundum,A.R.Bean,,,1.8616,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Solanum jucundum,A.R.Bean,,,2.6892,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
SOLANACEAE,Solanum karsense,Symon,,,12.0144,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
