Species,Temp,CO2,Potnum,Replicate,AirSpace (%),Pali (%),Pali2Air,EpiT (um),LaminaT (um),PaliCellL (um),PaliCellW (um),PaliLayNum,EpiDen (mm-2),StomDen (mm-2),SI (%)
E. sideroxylon,Elv,400,471,2,,,,,,32.39535,8.444999,,,,
E. sideroxylon,Elv,400,471,2,,,,,,34.25798,10.33469,,,,
E. sideroxylon,Elv,400,471,2,,,,,,37.8351,11.27463,,,,
E. sideroxylon,Elv,400,471,2,,,,,,31.34085,8.975568,,,,
E. sideroxylon,Elv,400,471,2,,,,,,34.78027,7.776739,,,,
E. sideroxylon,Elv,400,471,2,,,,,,39.05061,10.22368,,,,
E. sideroxylon,Elv,400,471,2,,,,,,29.94249,9.940736,,,,
E. sideroxylon,Elv,400,471,2,,,,,,29.41964,9.566361,,,,
E. sideroxylon,Elv,400,471,2,,,,,,37.17181,7.878781,,,,
E. sideroxylon,Elv,400,471,2,,,,,,44.20535,9.536494,,,,
E. sideroxylon,Elv,400,471,2,,,,,,41.54939,10.9616,,,,
E. sideroxylon,Elv,400,471,2,,,,,,41.01314,12.50316,,,,
E. sideroxylon,Elv,400,471,2,,,,,,27.45339,12.12791,,,,
E. sideroxylon,Elv,400,471,2,,,,,,38.86021,10.00367,,,,
E. sideroxylon,Elv,400,471,2,,,,,,37.61884,8.841071,,,,
E. sideroxylon,Elv,400,471,2,,,,,,34.93087,12.20762,,,,
E. sideroxylon,Elv,400,471,2,,,,,,31.29895,9.126852,,,,
E. sideroxylon,Elv,400,471,2,,,,,,32.45693,11.49016,,,,
E. sideroxylon,Elv,400,471,2,,,,,,41.04652,8.170291,,,,
E. sideroxylon,Elv,400,471,2,,,,,,33.4439,12.16549,,,,
E. sideroxylon,Elv,400,471,2,,,,,,34.17794,7.125898,,,,
E. sideroxylon,Elv,400,471,2,,,,,,30.29295,8.782799,,,,
E. sideroxylon,Elv,400,471,2,,,,,,33.9283,9.343085,,,,
E. sideroxylon,Elv,400,471,2,,,,,,26.27467,8.343043,,,,
E. sideroxylon,Elv,400,482,1,33.85355593,66.14644407,1.953899443,22.23506,217.1368,39.54568,7.950867,5,1750,401.3157895,18.65443425
E. sideroxylon,Elv,400,482,1,26.89493865,73.10506135,2.718171709,15.08341,221.4206,37.76265,8.170291,5,1796.052632,414.4736842,18.75
E. sideroxylon,Elv,400,482,1,33.78338053,66.21661947,1.960035331,20.3093,219.9449,38.7985,11.32512,5,1638.157895,388.1578947,19.15584416
E. sideroxylon,Elv,400,482,1,19.56701761,80.43298239,4.110640875,14.67438,237.6393,33.11129,10.83069,6,1401.315789,282.8947368,16.796875
E. sideroxylon,Elv,400,482,1,22.76862817,77.23137183,3.392008129,19.84499,215.1698,27.8905,8.763289,6,1453.947368,296.0526316,16.91729323
E. sideroxylon,Elv,400,482,1,,,,16.59343,244.429,35.15717,9.220144,,1473.684211,276.3157895,15.78947368
E. sideroxylon,Elv,400,482,1,,,,16.84729,235.393,35.2042,7.101837,,,,
E. sideroxylon,Elv,400,482,1,,,,15.05185,230.0713,36.83259,10.49357,,,,
E. sideroxylon,Elv,400,482,1,,,,18.70975,215.0595,33.5427,10.22368,,,,
E. sideroxylon,Elv,400,482,1,,,,16.30549,218.7713,29.15666,6.409303,,,,
E. sideroxylon,Elv,400,482,1,,,,,213.7769,34.75402,9.095542,,,,
E. sideroxylon,Elv,400,482,1,,,,,232.4034,32.47451,9.888946,,,,
E. sideroxylon,Elv,400,482,1,,,,,211.9629,35.13769,8.68481,,,,
E. sideroxylon,Elv,400,482,1,,,,,219.0372,33.67511,7.093799,,,,
E. sideroxylon,Elv,400,482,1,,,,,228.0658,31.29895,6.963924,,,,
E. sideroxylon,Elv,400,482,1,,,,,243.6294,38.05013,7.950867,,,,
E. sideroxylon,Elv,400,482,1,,,,,220.2186,27.83111,8.612243,,,,
E. sideroxylon,Elv,400,482,1,,,,,207.5368,39.52837,10.00367,,,,
E. sideroxylon,Elv,400,482,1,,,,,221.3041,28.76263,8.114233,,,,
E. sideroxylon,Elv,400,482,1,,,,,221.1762,27.8905,8.1353,,,,
E. sideroxylon,Elv,400,482,1,,,,,226.33,27.70166,8.057786,,,,
E. sideroxylon,Elv,400,482,1,,,,,222.949,31.83574,5.752526,,,,
E. sideroxylon,Elv,400,482,1,,,,,233.2004,26.14188,7.59111,,,,
E. sideroxylon,Elv,400,482,1,,,,,230.7755,25.00632,8.47198,,,,
E. sideroxylon,Elv,400,482,1,,,,,215.7323,38.84112,7.093799,,,,
E. sideroxylon,Elv,400,482,1,,,,,,36.94549,10.42812,,,,
E. sideroxylon,Elv,400,482,1,,,,,,32.20989,8.782799,,,,
E. sideroxylon,Elv,400,482,1,,,,,,37.70822,10.13963,,,,
E. sideroxylon,Elv,400,482,1,,,,,,33.1044,6.310624,,,,
E. sideroxylon,Elv,400,482,1,,,,,,23.00266,8.943728,,,,
E. sideroxylon,Elv,400,482,1,,,,,,34.39925,8.975568,,,,
E. sideroxylon,Elv,400,482,1,,,,,,30.15704,9.934995,,,,
E. sideroxylon,Elv,400,482,1,,,,,,38.69247,8.763289,,,,
E. sideroxylon,Elv,400,482,1,,,,,,33.44049,5.98583,,,,
E. sideroxylon,Elv,400,482,1,,,,,,38.84699,8.029413,,,,
E. sideroxylon,Elv,400,482,1,,,,,,35.50919,9.120599,,,,
E. sideroxylon,Elv,400,482,1,,,,,,39.32578,9.512533,,,,
E. sideroxylon,Elv,400,482,1,,,,,,30.88053,9.848476,,,,
E. sideroxylon,Elv,400,482,1,,,,,,22.37654,8.170291,,,,
E. sideroxylon,Elv,400,482,1,,,,,,27.88231,6.636716,,,,
E. sideroxylon,Elv,400,482,1,,,,,,36.27223,9.458399,,,,
E. sideroxylon,Elv,400,482,1,,,,,,34.15958,8.68481,,,,
E. sideroxylon,Elv,400,482,1,,,,,,38.83965,9.294104,,,,
E. sideroxylon,Elv,400,482,1,,,,,,35.04827,8.008068,,,,
E. sideroxylon,Elv,400,482,1,,,,,,35.78289,9.013627,,,,
E. sideroxylon,Elv,400,482,1,,,,,,34.17794,8.107199,,,,
E. sideroxylon,Elv,400,482,1,,,,,,32.20458,11.3553,,,,
E. sideroxylon,Elv,400,482,1,,,,,,26.29204,6.889794,,,,
E. sideroxylon,Elv,400,482,1,,,,,,23.36931,9.802021,,,,
E. sideroxylon,Elv,400,482,1,,,,,,31.80347,8.107199,,,,
E. sideroxylon,Elv,400,482,2,34.77237774,65.22762226,1.875845901,16.86565,236.1326,36.74729,9.749494,5,1078.947368,190.7894737,15.02590674
E. sideroxylon,Elv,400,482,2,27.59622621,72.40377379,2.623683878,15.8904,232.1883,25.335,8.782799,5,1131.578947,164.4736842,12.69035533
E. sideroxylon,Elv,400,482,2,24.42252269,75.57747731,3.094581107,19.25139,235.4628,33.78168,8.121262,5,1085.526316,164.4736842,13.15789474
E. sideroxylon,Elv,400,482,2,33.90740444,66.09259556,1.949208341,16.09879,239.0688,30.34188,10.22368,6,1210.526316,263.1578947,17.85714286
E. sideroxylon,Elv,400,482,2,24.68096077,75.31903923,3.051706128,17.39172,236.1876,28.55359,7.431599,6,1230.263158,256.5789474,17.25663717
E. sideroxylon,Elv,400,482,2,,,,17.38799,222.3309,42.23445,10.81488,,1296.052632,190.7894737,12.83185841
E. sideroxylon,Elv,400,482,2,,,,19.47507,225.4723,37.83963,8.808745,,,,
E. sideroxylon,Elv,400,482,2,,,,18.05393,218.6148,30.88977,10.58021,,,,
E. sideroxylon,Elv,400,482,2,,,,17.47275,215.2536,31.8984,8.47198,,,,
E. sideroxylon,Elv,400,482,2,,,,17.42104,235.5558,40.22515,11.823,,,,
E. sideroxylon,Elv,400,482,2,,,,,222.823,28.79237,7.769399,,,,
E. sideroxylon,Elv,400,482,2,,,,,220.2549,27.77365,8.658492,,,,
E. sideroxylon,Elv,400,482,2,,,,,214.1183,40.61052,7.500376,,,,
E. sideroxylon,Elv,400,482,2,,,,,236.5806,29.0508,7.907694,,,,
E. sideroxylon,Elv,400,482,2,,,,,233.9488,33.44902,9.848476,,,,
E. sideroxylon,Elv,400,482,2,,,,,214.2035,24.93778,9.975113,,,,
E. sideroxylon,Elv,400,482,2,,,,,222.949,33.19561,9.512533,,,,
E. sideroxylon,Elv,400,482,2,,,,,215.5174,36.74574,7.125898,,,,
E. sideroxylon,Elv,400,482,2,,,,,234.4341,28.24016,10.33469,,,,
E. sideroxylon,Elv,400,482,2,,,,,243.9065,36.33509,11.22899,,,,
E. sideroxylon,Elv,400,482,2,,,,,241.9836,34.72117,8.343043,,,,
E. sideroxylon,Elv,400,482,2,,,,,232.5575,37.28828,8.68481,,,,
E. sideroxylon,Elv,400,482,2,,,,,237.5087,33.20936,11.33015,,,,
E. sideroxylon,Elv,400,482,2,,,,,222.9643,32.5412,6.730616,,,,
E. sideroxylon,Elv,400,482,2,,,,,228.3528,26.13533,9.512533,,,,
E. sideroxylon,Elv,400,482,2,,,,,,32.8101,6.117817,,,,
E. sideroxylon,Elv,400,482,2,,,,,,32.87785,7.157853,,,,
E. sideroxylon,Elv,400,482,2,,,,,,32.61126,6.653887,,,,
E. sideroxylon,Elv,400,482,2,,,,,,30.72494,9.120599,,,,
E. sideroxylon,Elv,400,482,2,,,,,,29.28163,9.512533,,,,
E. sideroxylon,Elv,400,482,2,,,,,,32.60076,7.886019,,,,
E. sideroxylon,Elv,400,482,2,,,,,,39.42431,7.621114,,,,
E. sideroxylon,Elv,400,482,2,,,,,,29.39054,8.163305,,,,
E. sideroxylon,Elv,400,482,2,,,,,,29.39636,8.163305,,,,
E. sideroxylon,Elv,400,482,2,,,,,,24.82772,7.377662,,,,
E. sideroxylon,Elv,400,482,2,,,,,,32.48856,9.749494,,,,
E. sideroxylon,Elv,400,482,2,,,,,,29.49711,6.839928,,,,
E. sideroxylon,Elv,400,482,2,,,,,,28.43345,10.8096,,,,
E. sideroxylon,Elv,400,482,2,,,,,,35.24793,9.512533,,,,
E. sideroxylon,Elv,400,482,2,,,,,,31.00591,6.764439,,,,
E. sideroxylon,Elv,400,482,2,,,,,,24.9972,9.095542,,,,
E. sideroxylon,Elv,400,482,2,,,,,,26.43703,7.439272,,,,
E. sideroxylon,Elv,400,482,2,,,,,,25.65946,7.477521,,,,
E. sideroxylon,Elv,400,482,2,,,,,,29.91008,6.210377,,,,
E. sideroxylon,Elv,400,482,2,,,,,,24.36378,7.093799,,,,
E. sideroxylon,Elv,400,482,2,,,,,,24.27698,7.703024,,,,
E. sideroxylon,Elv,400,482,2,,,,,,23.4059,8.029413,,,,
E. sideroxylon,Elv,400,482,2,,,,,,22.54166,7.59111,,,,
E. sideroxylon,Elv,400,482,2,,,,,,22.97288,9.189152,,,,
E. sideroxylon,Elv,400,482,2,,,,,,27.52811,7.30773,,,,
E. sideroxylon,Elv,400,494,1,21.71168793,78.28831207,3.605814173,15.86058,196.8965,27.43676,9.126852,5,1046.052632,164.4736842,13.58695652
E. sideroxylon,Elv,400,494,1,18.51797441,81.48202559,4.400158667,16.7894,204.9697,26.45429,8.886129,5,1078.947368,157.8947368,12.76595745
E. sideroxylon,Elv,400,494,1,20.57594181,79.42405819,3.860044848,14.23266,185.0305,24.99948,10.68217,6,1138.157895,217.1052632,16.01941748
E. sideroxylon,Elv,400,494,1,18.79141119,81.20858881,4.321580108,15.66525,196.3719,26.22903,10.90419,6,1388.157895,282.8947368,16.92913386
E. sideroxylon,Elv,400,494,1,22.7140288,77.2859712,3.40256552,16.13914,192.7213,26.22033,6.427082,6,1309.210526,289.4736842,18.10699588
E. sideroxylon,Elv,400,494,1,,,,17.5656,188.767,26.03033,7.776739,,1434.210526,309.2105263,17.73584906
E. sideroxylon,Elv,400,494,1,,,,14.91263,183.4611,25.94031,8.451752,,,,
E. sideroxylon,Elv,400,494,1,,,,16.43217,179.1614,27.95792,8.552412,,,,
E. sideroxylon,Elv,400,494,1,,,,17.01378,196.2975,34.19964,10.13963,,,,
E. sideroxylon,Elv,400,494,1,,,,15.68604,185.2783,28.72094,10.15649,,,,
E. sideroxylon,Elv,400,494,1,,,,,185.2635,34.92597,9.095542,,,,
E. sideroxylon,Elv,400,494,1,,,,,177.9343,33.50356,7.292099,,,,
E. sideroxylon,Elv,400,494,1,,,,,186.9069,31.14362,7.276434,,,,
E. sideroxylon,Elv,400,494,1,,,,,185.9385,40.64844,8.918175,,,,
E. sideroxylon,Elv,400,494,1,,,,,185.4703,34.59771,6.839928,,,,
E. sideroxylon,Elv,400,494,1,,,,,196.6738,25.4451,7.462245,,,,
E. sideroxylon,Elv,400,494,1,,,,,191.3141,22.97288,8.769797,,,,
E. sideroxylon,Elv,400,494,1,,,,,182.1891,27.41388,5.742599,,,,
E. sideroxylon,Elv,400,494,1,,,,,185.5589,22.39947,8.1353,,,,
E. sideroxylon,Elv,400,494,1,,,,,183.3678,34.56306,7.125898,,,,
E. sideroxylon,Elv,400,494,1,,,,,179.0799,35.6727,6.764439,,,,
E. sideroxylon,Elv,400,494,1,,,,,190.524,30.08127,7.621114,,,,
E. sideroxylon,Elv,400,494,1,,,,,183.0988,30.88053,8.943728,,,,
E. sideroxylon,Elv,400,494,1,,,,,189.2114,29.33224,7.621114,,,,
E. sideroxylon,Elv,400,494,1,,,,,197.2937,32.47451,8.163305,,,,
E. sideroxylon,Elv,400,494,1,,,,,,29.74366,8.886129,,,,
E. sideroxylon,Elv,400,494,1,,,,,,31.07943,9.385734,,,,
E. sideroxylon,Elv,400,494,1,,,,,,27.04088,8.170291,,,,
E. sideroxylon,Elv,400,494,1,,,,,,31.29712,7.907694,,,,
E. sideroxylon,Elv,400,494,1,,,,,,32.20635,7.101837,,,,
E. sideroxylon,Elv,400,494,1,,,,,,27.56953,9.410018,,,,
E. sideroxylon,Elv,400,494,1,,,,,,36.26436,9.518529,,,,
E. sideroxylon,Elv,400,494,1,,,,,,35.1117,9.613955,,,,
E. sideroxylon,Elv,400,494,1,,,,,,29.20944,9.796199,,,,
E. sideroxylon,Elv,400,494,1,,,,,,33.26429,9.013627,,,,
E. sideroxylon,Elv,400,494,1,,,,,,30.66732,9.560395,,,,
E. sideroxylon,Elv,400,494,1,,,,,,30.31366,8.057786,,,,
E. sideroxylon,Elv,400,494,1,,,,,,33.65308,11.22899,,,,
E. sideroxylon,Elv,400,494,1,,,,,,22.78335,7.878781,,,,
E. sideroxylon,Elv,400,494,1,,,,,,31.46077,9.848476,,,,
E. sideroxylon,Elv,400,494,1,,,,,,27.86594,8.444999,,,,
E. sideroxylon,Elv,400,494,1,,,,,,29.39636,6.789695,,,,
E. sideroxylon,Elv,400,494,1,,,,,,28.8735,6.089775,,,,
E. sideroxylon,Elv,400,494,1,,,,,,27.3472,8.789292,,,,
E. sideroxylon,Elv,400,494,1,,,,,,23.46433,8.68481,,,,
E. sideroxylon,Elv,400,494,1,,,,,,24.04082,8.975568,,,,
E. sideroxylon,Elv,400,494,1,,,,,,27.43676,8.47198,,,,
E. sideroxylon,Elv,400,494,1,,,,,,28.73087,9.512533,,,,
E. sideroxylon,Elv,400,494,1,,,,,,28.74477,8.505585,,,,
E. sideroxylon,Elv,400,494,1,,,,,,31.42266,8.444999,,,,
E. sideroxylon,Elv,400,494,2,18.13222128,81.86777872,4.515044102,16.75316,210.1127,25.41594,7.710427,5,,,
E. sideroxylon,Elv,400,494,2,17.99951835,82.00048165,4.555704216,17.14932,207.4092,24.97208,8.170291,5,,,
E. sideroxylon,Elv,400,494,2,26.47500893,73.52499107,2.777146978,15.40234,201.339,30.48446,7.101837,6,,,
E. sideroxylon,Elv,400,494,2,25.95110158,74.04889842,2.853400969,17.28171,201.3288,33.91653,10.27378,6,,,
E. sideroxylon,Elv,400,494,2,23.03283656,76.96716344,3.341627647,15.99192,193.8983,28.03943,9.848476,6,,,
E. sideroxylon,Elv,400,494,2,,,,19.47448,189.168,31.87872,5.899422,,,,
E. sideroxylon,Elv,400,494,2,,,,15.82563,182.4132,35.00266,6.889794,,,,
E. sideroxylon,Elv,400,494,2,,,,18.63079,181.0608,26.87368,10.36226,,,,
E. sideroxylon,Elv,400,494,2,,,,,195.9345,28.7666,7.907694,,,,
E. sideroxylon,Elv,400,494,2,,,,,190.5192,32.20989,7.462245,,,,
E. sideroxylon,Elv,400,494,2,,,,,185.79,33.1044,6.524001,,,,
E. sideroxylon,Elv,400,494,2,,,,,179.7096,29.16839,8.343043,,,,
E. sideroxylon,Elv,400,494,2,,,,,188.4924,27.20076,7.886019,,,,
E. sideroxylon,Elv,400,494,2,,,,,186.4656,33.10612,9.422136,,,,
E. sideroxylon,Elv,400,494,2,,,,,209.4403,30.07179,9.796199,,,,
E. sideroxylon,Elv,400,494,2,,,,,180.4876,29.05276,10.00367,,,,
E. sideroxylon,Elv,400,494,2,,,,,184.5217,26.096,6.080399,,,,
E. sideroxylon,Elv,400,494,2,,,,,181.3945,25.46752,8.444999,,,,
E. sideroxylon,Elv,400,494,2,,,,,196.842,25.22441,9.013627,,,,
E. sideroxylon,Elv,400,494,2,,,,,198.0891,23.55171,8.107199,,,,
E. sideroxylon,Elv,400,494,2,,,,,181.1477,30.4882,4.594576,,,,
E. sideroxylon,Elv,400,494,2,,,,,179.5749,31.22595,9.934995,,,,
E. sideroxylon,Elv,400,494,2,,,,,179.7515,31.50426,9.22633,,,,
E. sideroxylon,Elv,400,494,2,,,,,179.3027,34.13284,7.621114,,,,
E. sideroxylon,Elv,400,494,2,,,,,185.0034,32.57099,6.427082,,,,
E. sideroxylon,Elv,400,494,2,,,,,,33.11129,7.093799,,,,
E. sideroxylon,Elv,400,494,2,,,,,,26.84819,8.444999,,,,
E. sideroxylon,Elv,400,494,2,,,,,,23.21745,7.431599,,,,
E. sideroxylon,Elv,400,494,2,,,,,,24.44561,6.089775,,,,
E. sideroxylon,Elv,400,494,2,,,,,,24.8438,6.164271,,,,
E. sideroxylon,Elv,400,494,2,,,,,,27.80034,8.612243,,,,
E. sideroxylon,Elv,400,494,2,,,,,,29.77434,8.943728,,,,
E. sideroxylon,Elv,400,494,2,,,,,,25.94031,9.120599,,,,
E. sideroxylon,Elv,400,494,2,,,,,,24.66865,8.943728,,,,
E. sideroxylon,Elv,400,494,2,,,,,,30.02622,7.125898,,,,
E. sideroxylon,Elv,400,494,2,,,,,,26.70543,5.782204,,,,
E. sideroxylon,Elv,400,494,2,,,,,,29.91771,6.418199,,,,
E. sideroxylon,Elv,400,494,2,,,,,,24.74255,6.080399,,,,
E. sideroxylon,Elv,400,494,2,,,,,,24.32394,5.899422,,,,
E. sideroxylon,Elv,400,494,2,,,,,,26.30722,8.107199,,,,
E. sideroxylon,Elv,400,494,2,,,,,,29.16253,9.220144,,,,
E. sideroxylon,Elv,400,494,2,,,,,,31.96987,7.907694,,,,
E. sideroxylon,Elv,400,494,2,,,,,,26.76945,7.621114,,,,
E. sideroxylon,Elv,400,494,2,,,,,,27.24478,8.525685,,,,
E. sideroxylon,Elv,400,494,2,,,,,,25.15419,10.00367,,,,
E. sideroxylon,Elv,400,494,2,,,,,,30.25338,9.975113,,,,
E. sideroxylon,Elv,400,494,2,,,,,,28.10447,9.536494,,,,
E. sideroxylon,Elv,400,494,2,,,,,,31.34085,8.029413,,,,
E. sideroxylon,Elv,400,494,2,,,,,,24.63162,7.276434,,,,
E. sideroxylon,Elv,400,494,2,,,,,,29.14687,5.772328,,,,
E. sideroxylon,Elv,640,554,1,36.2332686,63.7667314,1.759894535,18.3204,236.7127,33.26944,10.52072,5,1388.157895,282.8947368,16.92913386
E. sideroxylon,Elv,640,554,1,29.75236804,70.24763196,2.361077003,17.74104,248.0703,29.82029,9.458399,5,1421.052632,269.7368421,15.95330739
E. sideroxylon,Elv,640,554,1,23.01718113,76.98281887,3.344580661,20.25762,250.4727,39.80453,6.889794,6,1519.736842,256.5789474,14.44444444
E. sideroxylon,Elv,640,554,1,25.95162042,74.04837958,2.85332393,17.59737,258.1835,37.57028,8.114233,6,1480.263158,381.5789474,20.49469965
E. sideroxylon,Elv,640,554,1,31.28847315,68.71152685,2.196065194,18.38607,250.6403,40.64984,9.013627,6,1513.157895,348.6842105,18.72791519
E. sideroxylon,Elv,640,554,1,,,,17.53045,247.3148,41.55489,10.49357,,1565.789474,381.5789474,19.59459459
E. sideroxylon,Elv,640,554,1,,,,18.75488,239.915,40.47543,10.81488,,,,
E. sideroxylon,Elv,640,554,1,,,,17.35536,245.9935,33.15606,10.49357,,,,
E. sideroxylon,Elv,640,554,1,,,,16.45498,241.9591,41.5988,12.71582,,,,
E. sideroxylon,Elv,640,554,1,,,,18.64231,246.7753,36.59794,9.458399,,,,
E. sideroxylon,Elv,640,554,1,,,,,245.9518,33.09922,11.14228,,,,
E. sideroxylon,Elv,640,554,1,,,,,250.6621,31.53141,8.444999,,,,
E. sideroxylon,Elv,640,554,1,,,,,250.6803,34.06424,8.029413,,,,
E. sideroxylon,Elv,640,554,1,,,,,252.7647,27.32632,9.275669,,,,
E. sideroxylon,Elv,640,554,1,,,,,270.9366,39.16877,9.120599,,,,
E. sideroxylon,Elv,640,554,1,,,,,258.6313,38.24456,8.545738,,,,
E. sideroxylon,Elv,640,554,1,,,,,252.6581,34.51681,8.281268,,,,
E. sideroxylon,Elv,640,554,1,,,,,246.9888,39.32578,10.60175,,,,
E. sideroxylon,Elv,640,554,1,,,,,244.4757,37.92999,10.57481,,,,
E. sideroxylon,Elv,640,554,1,,,,,245.0184,31.21864,9.836883,,,,
E. sideroxylon,Elv,640,554,1,,,,,250.1189,41.94436,7.835211,,,,
E. sideroxylon,Elv,640,554,1,,,,,256.2029,43.57488,7.101837,,,,
E. sideroxylon,Elv,640,554,1,,,,,256.2029,36.84498,7.500376,,,,
E. sideroxylon,Elv,640,554,1,,,,,252.631,33.44902,10.66614,,,,
E. sideroxylon,Elv,640,554,1,,,,,251.7333,41.21159,7.950867,,,,
E. sideroxylon,Elv,640,554,1,,,,,,36.14459,9.458399,,,,
E. sideroxylon,Elv,640,554,1,,,,,,36.26436,11.22899,,,,
E. sideroxylon,Elv,640,554,1,,,,,,40.70595,7.769399,,,,
E. sideroxylon,Elv,640,554,1,,,,,,35.8291,7.950867,,,,
E. sideroxylon,Elv,640,554,1,,,,,,32.87785,11.33015,,,,
E. sideroxylon,Elv,640,554,1,,,,,,40.01468,11.79884,,,,
E. sideroxylon,Elv,640,554,1,,,,,,42.27901,8.121262,,,,
E. sideroxylon,Elv,640,554,1,,,,,,31.21133,8.866847,,,,
E. sideroxylon,Elv,640,554,1,,,,,,36.84498,10.04351,,,,
E. sideroxylon,Elv,640,554,1,,,,,,31.63438,9.796199,,,,
E. sideroxylon,Elv,640,554,1,,,,,,40.87519,9.013627,,,,
E. sideroxylon,Elv,640,554,1,,,,,,34.71624,11.1474,,,,
E. sideroxylon,Elv,640,554,1,,,,,,39.32578,10.40621,,,,
E. sideroxylon,Elv,640,554,1,,,,,,30.34188,12.16549,,,,
E. sideroxylon,Elv,640,554,1,,,,,,30.96909,10.89372,,,,
E. sideroxylon,Elv,640,554,1,,,,,,43.99836,10.94076,,,,
E. sideroxylon,Elv,640,554,1,,,,,,41.89264,9.802021,,,,
E. sideroxylon,Elv,640,554,1,,,,,,42.13707,7.05347,,,,
E. sideroxylon,Elv,640,554,1,,,,,,36.46049,7.769399,,,,
E. sideroxylon,Elv,640,554,1,,,,,,34.11779,9.343085,,,,
E. sideroxylon,Elv,640,554,1,,,,,,37.71427,8.1353,,,,
E. sideroxylon,Elv,640,554,1,,,,,,43.2595,8.356709,,,,
E. sideroxylon,Elv,640,554,1,,,,,,25.65946,10.47725,,,,
E. sideroxylon,Elv,640,554,1,,,,,,35.18961,10.99797,,,,
E. sideroxylon,Elv,640,554,1,,,,,,32.3883,10.18454,,,,
E. sideroxylon,Elv,640,554,2,37.69924799,62.30075201,1.652572806,17.50049,257.4115,36.53865,9.940736,5,1342.105263,269.7368421,16.73469388
E. sideroxylon,Elv,640,554,2,44.76236604,55.23763396,1.234019531,16.95806,269.5779,33.32598,10.15649,6,1355.263158,282.8947368,17.26907631
E. sideroxylon,Elv,640,554,2,35.95135374,64.04864626,1.781536426,20.37327,256.7315,33.77999,10.8096,6,1394.736842,302.6315789,17.82945736
E. sideroxylon,Elv,640,554,2,26.75829858,73.24170142,2.737158388,16.75124,249.2964,29.92915,10.60713,6,1256.578947,210.5263158,14.34977578
E. sideroxylon,Elv,640,554,2,32.30495496,67.69504504,2.095500369,20.12409,256.7289,38.51068,9.482496,6,1256.578947,203.9473684,13.96396396
E. sideroxylon,Elv,640,554,2,,,,17.39473,262.1336,35.68869,11.49016,,1250,217.1052632,14.79820628
E. sideroxylon,Elv,640,554,2,,,,18.652,247.2705,40.6049,11.18827,,,,
E. sideroxylon,Elv,640,554,2,,,,18.73569,254.0256,31.16742,10.47725,,,,
E. sideroxylon,Elv,640,554,2,,,,18.03293,254.0292,34.80815,8.029413,,,,
E. sideroxylon,Elv,640,554,2,,,,19.42513,249.9866,41.01314,7.101837,,,,
E. sideroxylon,Elv,640,554,2,,,,,244.6129,39.2459,9.554425,,,,
E. sideroxylon,Elv,640,554,2,,,,,248.6795,30.39824,12.6122,,,,
E. sideroxylon,Elv,640,554,2,,,,,249.2964,28.7666,10.13963,,,,
E. sideroxylon,Elv,640,554,2,,,,,250.6703,35.70627,10.15649,,,,
E. sideroxylon,Elv,640,554,2,,,,,260.7816,36.82019,11.39543,,,,
E. sideroxylon,Elv,640,554,2,,,,,256.0559,35.31585,12.50316,,,,
E. sideroxylon,Elv,640,554,2,,,,,254.048,36.14617,9.189152,,,,
E. sideroxylon,Elv,640,554,2,,,,,251.3459,32.346,9.934995,,,,
E. sideroxylon,Elv,640,554,2,,,,,257.4036,40.4867,8.612243,,,,
E. sideroxylon,Elv,640,554,2,,,,,251.3232,40.47543,8.444999,,,,
E. sideroxylon,Elv,640,554,2,,,,,246.6393,39.93761,7.835211,,,,
E. sideroxylon,Elv,640,554,2,,,,,235.1243,43.95295,9.848476,,,,
E. sideroxylon,Elv,640,554,2,,,,,242.5488,30.18541,8.918175,,,,
E. sideroxylon,Elv,640,554,2,,,,,249.9756,35.18961,5.591584,,,,
E. sideroxylon,Elv,640,554,2,,,,,248.6244,35.73981,10.66614,,,,
E. sideroxylon,Elv,640,554,2,,,,,,38.26693,9.464429,,,,
E. sideroxylon,Elv,640,554,2,,,,,,25.10879,9.464429,,,,
E. sideroxylon,Elv,640,554,2,,,,,,34.10441,10.58021,,,,
E. sideroxylon,Elv,640,554,2,,,,,,31.05188,8.1353,,,,
E. sideroxylon,Elv,640,554,2,,,,,,31.46077,10.99797,,,,
E. sideroxylon,Elv,640,554,2,,,,,,39.05791,8.612243,,,,
E. sideroxylon,Elv,640,554,2,,,,,,35.44325,8.68481,,,,
E. sideroxylon,Elv,640,554,2,,,,,,36.10669,11.27463,,,,
E. sideroxylon,Elv,640,554,2,,,,,,36.26436,9.176726,,,,
E. sideroxylon,Elv,640,554,2,,,,,,33.79519,9.176726,,,,
E. sideroxylon,Elv,640,554,2,,,,,,34.25298,8.47198,,,,
E. sideroxylon,Elv,640,554,2,,,,,,33.78675,11.86635,,,,
E. sideroxylon,Elv,640,554,2,,,,,,31.13812,9.726058,,,,
E. sideroxylon,Elv,640,554,2,,,,,,34.31954,10.27378,,,,
E. sideroxylon,Elv,640,554,2,,,,,,34.87692,12.16549,,,,
E. sideroxylon,Elv,640,554,2,,,,,,34.56141,12.05714,,,,
E. sideroxylon,Elv,640,554,2,,,,,,40.52614,9.176726,,,,
E. sideroxylon,Elv,640,554,2,,,,,,38.52253,10.47725,,,,
E. sideroxylon,Elv,640,554,2,,,,,,38.42762,11.64798,,,,
E. sideroxylon,Elv,640,554,2,,,,,,26.43703,8.219028,,,,
